order_id,customer_id,amount,currency,created_at,status
430,111,295.3,USD,2026-03-29T03:45:47+00:00,completed
431,93,282.99,USD,2026-04-19T03:44:18+00:00,pending
432,163,168.17,USD,2026-04-18T17:16:32+00:00,pending
433,118,65.5,EUR,2026-04-10T12:08:50+00:00,completed
434,182,180.03,GBP,2026-03-21T05:37:25+00:00,pending
435,40,334.34,JPY,2026-01-21T01:22:47+00:00,completed
436,112,376.39,JPY,2026-01-06T02:23:21+00:00,pending
437,46,434.71,EUR,2026-01-18T09:39:14+00:00,shipped
438,188,361.93,EUR,2026-03-10T17:21:36+00:00,shipped
439,134,484.36,GBP,2026-04-18T14:51:05+00:00,cancelled
440,167,302.2,GBP,2026-01-19T01:42:39+00:00,shipped
441,70,179.06,EUR,2026-04-26T21:52:12+00:00,completed
442,158,291.07,JPY,2026-04-27T03:05:09+00:00,cancelled
443,138,110.31,GBP,2026-03-04T23:57:17+00:00,pending
444,199,330.08,GBP,2026-03-16T19:20:19+00:00,shipped
445,124,116.0,JPY,2026-01-03T09:30:41+00:00,cancelled
446,120,58.57,GBP,2026-02-26T16:06:26+00:00,shipped
447,112,423.46,JPY,2026-03-22T08:29:40+00:00,cancelled
448,188,186.94,USD,2026-03-17T07:16:36+00:00,completed
449,152,382.49,GBP,2026-01-17T10:43:42+00:00,completed
450,69,289.18,GBP,2026-04-19T15:37:45+00:00,pending
451,83,404.57,USD,2026-02-17T03:15:43+00:00,cancelled
452,63,423.35,JPY,2026-04-22T01:31:43+00:00,completed
453,23,487.4,GBP,2026-04-12T04:31:23+00:00,pending
454,72,410.12,USD,2026-02-02T22:18:49+00:00,cancelled
455,116,308.72,JPY,2026-03-15T22:20:23+00:00,pending
456,63,323.14,GBP,2026-02-02T21:56:07+00:00,completed
457,193,18.0,EUR,2026-01-27T23:02:29+00:00,pending
458,119,464.9,USD,2026-02-22T05:15:11+00:00,cancelled
459,146,415.58,JPY,2026-02-28T11:22:24+00:00,shipped
460,157,137.39,EUR,2026-02-22T02:51:58+00:00,completed
461,172,94.31,JPY,2026-04-06T18:07:26+00:00,cancelled
462,98,352.84,EUR,2026-01-29T08:06:20+00:00,cancelled
463,87,157.95,EUR,2026-01-13T06:50:46+00:00,pending
464,8,173.21,USD,2026-02-02T11:14:34+00:00,completed
465,127,8.02,USD,2026-03-26T09:44:17+00:00,shipped
466,84,435.58,EUR,2026-02-23T14:04:31+00:00,shipped
467,47,285.33,USD,2026-03-23T18:28:44+00:00,pending
468,125,203.39,JPY,2026-02-28T04:56:48+00:00,completed
469,55,75.23,GBP,2026-04-05T00:40:53+00:00,shipped
470,91,318.42,JPY,2026-01-15T22:28:46+00:00,completed
471,67,20.18,EUR,2026-03-12T02:57:50+00:00,pending
472,88,374.33,JPY,2026-02-18T21:00:20+00:00,completed
473,72,111.49,EUR,2026-02-17T21:11:34+00:00,completed
474,153,212.82,JPY,2026-04-07T06:36:24+00:00,completed
475,180,173.74,JPY,2026-04-26T07:20:18+00:00,pending
476,71,188.18,USD,2026-04-30T17:53:05+00:00,pending
477,143,362.19,EUR,2026-02-07T23:19:14+00:00,pending
478,3,389.53,EUR,2026-03-30T21:47:23+00:00,shipped
479,133,285.96,GBP,2026-01-21T18:31:38+00:00,cancelled
480,49,47.05,JPY,2026-01-27T07:25:37+00:00,completed
481,22,31.04,JPY,2026-03-01T03:48:33+00:00,cancelled
482,62,82.92,GBP,2026-01-02T07:32:17+00:00,completed
483,185,310.83,EUR,2026-03-18T20:03:29+00:00,completed
484,105,338.61,JPY,2026-03-06T12:14:39+00:00,completed
485,126,139.69,GBP,2026-03-15T18:24:55+00:00,pending
486,143,332.66,GBP,2026-03-05T23:46:32+00:00,shipped
487,195,245.4,GBP,2026-03-27T11:35:15+00:00,pending
488,62,223.81,JPY,2026-03-06T23:59:01+00:00,completed
489,177,140.22,EUR,2026-03-25T14:49:01+00:00,cancelled
490,122,378.7,EUR,2026-04-26T10:04:18+00:00,completed
491,166,61.34,GBP,2026-01-27T10:23:09+00:00,completed
492,183,217.81,GBP,2026-02-28T08:07:47+00:00,shipped
493,126,145.21,EUR,2026-03-04T06:24:28+00:00,completed
494,115,340.85,GBP,2026-04-28T03:10:05+00:00,pending
495,5,245.88,GBP,2026-02-09T00:02:08+00:00,shipped
496,24,335.23,EUR,2026-04-04T00:20:49+00:00,shipped
497,76,27.48,JPY,2026-03-03T00:12:00+00:00,shipped
498,57,200.66,GBP,2026-02-04T11:50:58+00:00,completed
499,104,301.67,JPY,2026-03-19T07:55:51+00:00,shipped
500,178,8.81,GBP,2026-03-03T23:17:21+00:00,shipped
501,63,154.2,GBP,2026-02-26T14:14:48+00:00,pending
502,79,109.56,GBP,2026-04-06T08:15:35+00:00,cancelled
503,170,72.93,USD,2026-04-22T19:47:31+00:00,pending
504,149,131.48,JPY,2026-02-17T01:46:44+00:00,pending
505,95,167.42,JPY,2026-03-05T06:44:23+00:00,cancelled
506,122,8.83,GBP,2026-03-15T00:32:41+00:00,cancelled
507,142,374.77,EUR,2026-02-24T10:17:36+00:00,shipped
508,136,91.97,GBP,2026-03-18T07:12:37+00:00,pending
509,89,193.2,USD,2026-03-12T21:05:44+00:00,completed
510,109,353.32,GBP,2026-01-23T02:45:20+00:00,pending
511,191,252.63,USD,2026-04-20T11:44:01+00:00,cancelled
512,141,417.51,GBP,2026-02-08T19:08:08+00:00,shipped
513,85,404.07,JPY,2026-04-25T23:58:40+00:00,shipped
514,91,40.68,GBP,2026-04-16T22:48:57+00:00,shipped
515,180,431.57,JPY,2026-02-04T22:31:17+00:00,completed
516,117,25.94,EUR,2026-04-17T19:38:52+00:00,completed
517,70,14.28,EUR,2026-01-06T05:26:17+00:00,cancelled
518,79,460.98,GBP,2026-03-31T15:18:55+00:00,shipped
519,65,431.74,GBP,2026-02-10T17:01:56+00:00,pending
520,60,290.0,EUR,2026-03-27T03:20:53+00:00,shipped
521,31,288.83,USD,2026-02-26T13:42:06+00:00,pending
522,185,356.2,EUR,2026-01-14T10:18:09+00:00,pending
523,50,211.76,EUR,2026-03-21T10:44:16+00:00,completed
524,81,62.01,USD,2026-04-07T22:55:17+00:00,shipped
525,31,15.32,EUR,2026-01-28T00:37:18+00:00,cancelled
526,191,165.76,EUR,2026-02-28T19:18:08+00:00,shipped
527,138,401.65,USD,2026-02-16T23:54:01+00:00,shipped
528,196,310.97,USD,2026-02-19T01:34:55+00:00,cancelled
529,177,416.85,JPY,2026-01-30T22:21:34+00:00,cancelled
530,48,460.29,GBP,2026-03-24T03:55:09+00:00,shipped
531,50,48.62,JPY,2026-03-15T04:54:16+00:00,cancelled
532,56,423.02,USD,2026-01-15T08:42:09+00:00,pending
533,190,125.44,EUR,2026-03-29T04:48:09+00:00,completed
534,124,296.49,USD,2026-04-27T02:34:25+00:00,cancelled
535,71,264.36,EUR,2026-04-04T01:23:44+00:00,pending
536,186,200.9,JPY,2026-04-24T01:27:13+00:00,completed
537,151,158.59,JPY,2026-03-19T19:53:13+00:00,cancelled
538,195,173.06,JPY,2026-04-14T18:19:57+00:00,completed
539,135,169.87,EUR,2026-04-09T08:59:09+00:00,shipped
540,153,88.23,GBP,2026-03-23T05:25:21+00:00,cancelled
541,73,257.69,GBP,2026-04-16T13:34:13+00:00,pending
542,26,61.44,GBP,2026-01-08T03:20:17+00:00,pending
543,50,257.43,USD,2026-03-11T19:31:43+00:00,completed
544,76,453.43,USD,2026-04-15T06:09:47+00:00,pending
545,59,177.94,EUR,2026-04-26T07:24:05+00:00,pending
546,93,365.05,USD,2026-01-17T12:02:40+00:00,cancelled
547,46,410.38,EUR,2026-01-22T05:41:54+00:00,completed
548,78,408.44,JPY,2026-02-18T04:50:24+00:00,pending
549,4,121.95,EUR,2026-03-10T22:27:39+00:00,shipped
550,182,77.49,USD,2026-02-02T07:11:36+00:00,cancelled
551,137,102.65,JPY,2026-04-29T23:17:09+00:00,pending
552,33,303.19,JPY,2026-01-09T14:26:15+00:00,pending
553,71,381.31,EUR,2026-04-20T08:47:48+00:00,pending
554,12,329.48,GBP,2026-03-19T14:21:13+00:00,cancelled
555,14,92.69,USD,2026-03-06T09:21:09+00:00,cancelled
556,142,387.56,USD,2026-03-25T14:04:05+00:00,completed
557,75,249.59,GBP,2026-01-21T13:44:14+00:00,cancelled
558,179,378.45,USD,2026-01-03T01:09:22+00:00,pending
559,33,381.14,GBP,2026-01-20T03:32:23+00:00,pending
560,164,227.21,GBP,2026-02-20T05:48:29+00:00,shipped
561,193,462.46,JPY,2026-02-13T02:36:00+00:00,cancelled
562,126,284.42,JPY,2026-04-10T03:55:25+00:00,pending
563,27,319.47,EUR,2026-04-11T17:46:22+00:00,shipped
564,4,314.14,JPY,2026-04-19T08:26:16+00:00,completed
565,147,432.8,GBP,2026-04-23T17:24:40+00:00,completed
566,73,315.47,EUR,2026-04-22T16:47:28+00:00,completed
567,121,79.72,USD,2026-02-12T22:04:57+00:00,pending
568,123,38.8,GBP,2026-03-28T13:28:43+00:00,pending
569,113,223.89,EUR,2026-03-14T15:31:24+00:00,completed
570,88,154.9,JPY,2026-03-17T22:49:02+00:00,shipped
571,48,140.96,GBP,2026-03-31T22:01:51+00:00,completed
572,14,32.81,EUR,2026-04-25T07:01:40+00:00,cancelled
573,65,256.13,USD,2026-04-08T04:20:22+00:00,pending
574,123,158.65,GBP,2026-01-30T06:31:20+00:00,pending
575,30,228.7,GBP,2026-03-08T23:39:52+00:00,cancelled
576,17,33.16,EUR,2026-01-05T18:28:12+00:00,pending
577,103,416.69,EUR,2026-04-04T17:52:34+00:00,cancelled
578,126,42.98,JPY,2026-01-21T07:14:07+00:00,completed
579,19,432.8,JPY,2026-02-27T08:48:50+00:00,completed
580,148,428.37,GBP,2026-03-22T18:35:09+00:00,pending
581,162,309.43,USD,2026-01-17T16:06:44+00:00,pending
582,176,256.0,JPY,2026-01-23T12:55:20+00:00,completed
583,14,234.04,USD,2026-01-28T12:15:15+00:00,cancelled
584,39,279.39,EUR,2026-03-09T15:19:45+00:00,completed
585,39,396.95,EUR,2026-03-02T13:30:51+00:00,cancelled
586,145,448.46,JPY,2026-03-08T14:48:23+00:00,shipped
587,78,227.62,GBP,2026-03-30T10:00:13+00:00,completed
588,22,405.86,EUR,2026-02-10T04:04:17+00:00,cancelled
589,64,327.66,USD,2026-04-12T04:34:16+00:00,cancelled
590,31,164.16,GBP,2026-04-04T18:35:53+00:00,cancelled
591,143,240.44,JPY,2026-03-09T15:11:49+00:00,pending
592,196,79.68,EUR,2026-04-03T11:04:41+00:00,pending
593,107,35.63,JPY,2026-01-19T22:57:22+00:00,shipped
594,156,56.23,GBP,2026-03-27T02:00:04+00:00,shipped
595,153,450.07,GBP,2026-03-29T20:33:24+00:00,cancelled
596,159,175.0,GBP,2026-03-03T22:13:33+00:00,pending
597,58,358.59,USD,2026-01-14T01:03:18+00:00,cancelled
598,199,254.75,GBP,2026-02-28T07:19:55+00:00,pending
599,134,90.42,GBP,2026-01-09T16:14:17+00:00,pending
600,98,127.63,EUR,2026-01-23T08:20:10+00:00,shipped
